dte_bucket,alpha,obj,n_rows,weight_mode
12m_plus,0.47885169955453677,677.1282723834428,180,spread
1m_2m,0.9872359981865237,889.6369508642733,180,spread
1w_2w,0.9872359981865237,70.32832487586973,180,spread
2m_3m,0.7714961254702449,349.23247393715667,180,spread
2w_1m,0.7979446898877844,74.63823086431444,180,spread
3m_6m,0.5243879989834299,413.33479841112296,180,spread
6m_9m,0.4612610097031138,964.014086488609,180,spread
9m_12m,0.44850230178501765,906.238185510924,180,spread
